index,x_m,y_m,yaw_deg,direction,mode,drive_level,event
0,0.000,-0.000,0.000,1,1,2.00,NONE
1,0.223,0.000,4.168,1,1,2.00,NONE
2,0.435,0.015,-40.422,1,1,2.00,NONE
3,0.580,-0.109,-96.893,1,1,2.00,NONE
4,0.556,-0.308,-71.816,1,1,2.00,NONE
5,0.635,-0.548,-65.697,1,1,2.00,NONE
6,0.698,-0.687,129.892,1,1,2.00,NONE
7,0.567,-0.530,-175.951,1,1,2.00,NONE
8,0.319,-0.548,157.101,1,1,2.00,NONE
9,0.159,-0.480,-170.421,1,1,2.00,NONE
10,-0.007,-0.508,108.775,1,1,2.00,NONE
11,-0.057,-0.361,160.382,1,1,2.00,NONE
12,-0.206,-0.308,142.492,1,1,2.00,NONE
13,-0.329,-0.213,-133.395,1,1,2.00,NONE
14,-0.467,-0.359,143.566,1,1,2.00,NONE
15,-0.625,-0.243,-164.997,1,1,2.00,NONE
16,-0.827,-0.297,-54.313,1,1,2.00,NONE
17,-0.729,-0.433,29.499,1,1,2.00,NONE
18,-0.584,-0.351,-7.813,1,1,2.00,NONE
19,-0.316,-0.387,-6.845,1,1,2.00,NONE
20,-0.153,-0.407,-15.385,1,1,2.00,NONE
21,0.008,-0.451,-57.874,1,1,2.00,NONE
22,0.136,-0.656,-68.293,1,1,2.00,NONE
23,0.228,-0.886,-51.422,1,1,2.00,NONE
24,0.413,-1.119,-54.313,1,1,2.00,NONE
25,0.511,-1.255,-96.061,1,1,2.00,NONE
26,0.484,-1.503,-28.121,1,1,2.00,NONE
27,0.666,-1.600,-132.020,1,1,2.00,NONE
28,0.490,-1.795,-61.409,1,1,2.00,NONE
29,0.606,-2.008,-32.379,1,1,2.00,NONE
30,0.742,-2.094,8.743,1,1,2.00,NONE
31,0.943,-2.064,7.443,1,1,2.00,NONE
32,1.215,-2.028,-19.618,1,1,2.00,NONE
33,1.364,-2.081,19.819,1,1,2.00,NONE
34,1.557,-2.012,83.509,1,1,2.00,NONE
35,1.580,-1.812,4.058,1,1,2.00,NONE
36,1.756,-1.799,5.888,1,1,2.00,NONE
37,2.017,-1.772,-59.445,1,1,2.00,NONE
38,2.102,-1.917,-115.761,1,1,2.00,NONE
39,2.035,-2.056,-127.121,1,1,2.00,NONE
40,1.920,-2.207,147.951,1,1,2.00,NONE
41,1.784,-2.122,9.274,1,1,2.00,NONE
42,1.950,-2.095,130.820,1,1,2.00,NONE
43,1.841,-1.968,113.248,1,1,2.00,NONE
44,1.758,-1.776,125.687,1,1,2.00,NONE
45,1.617,-1.579,108.421,1,1,2.00,NONE
46,1.568,-1.432,91.997,1,1,2.00,NONE
47,1.559,-1.187,-68.276,1,1,2.00,NONE
48,1.630,-1.364,-33.705,1,1,2.00,NONE
49,1.845,-1.508,-49.180,1,1,2.00,NONE
50,1.955,-1.635,125.687,1,1,2.00,NONE
51,1.846,-1.484,154.274,1,1,2.00,NONE
52,1.675,-1.401,156.153,1,1,2.00,NONE
53,1.458,-1.305,151.757,1,1,2.00,NONE
54,1.276,-1.207,168.854,1,1,2.00,NONE
55,1.102,-1.173,113.040,1,1,2.00,NONE
56,1.020,-0.980,46.377,1,1,2.00,NONE
57,1.158,-0.835,61.795,1,1,2.00,NONE
58,1.237,-0.687,115.111,1,1,2.00,NONE
59,1.133,-0.465,131.455,1,1,2.00,NONE
60,0.936,-0.242,131.455,1,1,2.00,NONE
61,0.738,-0.018,130.323,1,1,2.00,NONE
62,0.618,0.124,134.328,1,1,2.00,NONE
63,0.474,0.271,128.765,1,1,2.00,NONE
64,0.299,0.489,134.053,1,1,2.00,NONE
65,0.155,0.637,138.127,1,1,2.00,NONE
66,-0.000,0.777,105.501,1,1,2.00,NONE
67,-0.058,0.986,95.376,1,1,2.00,NONE
68,-0.072,1.136,95.705,1,1,2.00,NONE
69,-0.087,1.285,64.239,1,1,2.00,NONE
70,-0.020,1.425,74.908,1,1,2.00,NONE
71,0.026,1.594,109.298,1,1,2.00,NONE
72,-0.045,1.795,48.716,1,1,2.00,NONE
73,0.119,1.982,-15.242,1,1,2.00,NONE
74,0.350,1.919,-40.333,1,1,2.00,NONE
75,0.540,1.758,-1.859,1,1,2.00,NONE
76,0.692,1.753,46.659,1,1,2.00,NONE
77,0.829,1.898,80.112,1,1,2.00,NONE
78,0.866,2.107,97.178,1,1,2.00,NONE
79,0.826,2.420,100.264,1,1,2.00,NONE
80,0.782,2.663,119.919,1,1,2.00,NONE
81,0.633,2.922,114.228,1,1,2.00,NONE
82,0.540,3.129,114.032,1,1,2.00,NONE
83,0.448,3.337,113.248,1,1,2.00,NONE
84,0.365,3.529,116.492,1,1,2.00,NONE
85,0.239,3.781,122.969,1,1,2.00,NONE
86,0.067,4.046,131.455,1,1,2.00,NONE
87,-0.130,4.270,122.126,1,1,2.00,NONE
88,-0.259,4.474,118.242,1,1,2.00,NONE
89,-0.427,4.787,116.525,1,1,2.00,NONE
90,-0.553,5.040,135.544,1,1,2.00,NONE
91,-0.741,5.224,135.720,1,1,2.00,NONE
92,-0.930,5.408,157.065,1,1,2.00,NONE
93,-1.170,5.510,146.165,1,1,2.00,NONE
94,-1.384,5.653,150.157,1,1,2.00,NONE
95,-1.543,5.745,1.917,1,1,2.00,NONE
96,-1.343,5.751,4.066,1,1,2.00,NONE
97,-1.060,5.772,21.919,1,1,2.00,NONE
98,-0.916,5.830,0.000,1,1,2.00,NONE
99,-0.693,5.830,-15.091,1,1,2.00,NONE
100,-0.462,5.767,88.779,1,1,2.00,NONE
101,-0.456,6.069,94.101,1,1,2.00,NONE
102,-0.468,6.242,80.859,1,1,2.00,NONE
103,-0.431,6.474,67.325,1,1,2.00,NONE
104,-0.335,6.703,64.239,1,1,2.00,NONE
105,-0.268,6.843,75.160,1,1,2.00,NONE
106,-0.223,7.013,128.776,1,1,2.00,NONE
107,-0.397,7.230,135.506,1,1,2.00,NONE
108,-0.585,7.415,147.976,1,1,2.00,NONE
109,-0.789,7.542,29.499,1,1,2.00,NONE
110,-0.644,7.624,41.876,1,1,2.00,NONE
111,-0.519,7.736,125.687,1,1,2.00,NONE
112,-0.649,7.917,130.298,1,1,2.00,NONE
113,-0.770,8.059,110.606,1,1,2.00,NONE
114,-0.831,8.221,130.820,1,1,2.00,NONE
115,-1.050,8.475,135.360,1,1,2.00,NONE
116,-1.304,8.726,138.394,1,1,2.00,NONE
117,-1.461,8.865,134.053,1,1,2.00,NONE
118,-1.604,9.013,146.165,1,1,2.00,NONE
119,-1.818,9.156,35.687,1,1,2.00,NONE
120,-1.683,9.253,91.239,1,1,2.00,NONE
121,-1.689,9.546,111.707,1,1,2.00,NONE
122,-1.781,9.777,119.088,1,1,2.00,NONE
123,-1.971,10.119,116.883,1,1,2.00,NONE
124,-2.107,10.387,106.594,1,1,2.00,NONE
125,-2.186,10.651,105.621,1,1,2.00,NONE
126,-2.234,10.822,-8.021,1,1,2.00,NONE
127,-2.047,10.796,22.547,1,1,2.00,NONE
128,-1.747,10.921,49.499,1,1,2.00,NONE
129,-1.545,11.156,42.027,1,1,2.00,NONE
130,-1.297,11.381,-23.009,1,1,2.00,NONE
131,-1.137,11.313,-170.421,1,1,2.00,NONE
132,-1.303,11.285,140.746,1,1,2.00,NONE
133,-1.482,11.431,86.578,1,1,2.00,NONE
134,-1.460,11.789,78.347,1,1,2.00,NONE
135,-1.394,12.111,57.924,1,1,2.00,NONE
136,-1.290,12.277,103.619,1,1,2.00,NONE
137,-1.328,12.432,105.621,1,1,2.00,NONE
138,-1.376,12.603,86.760,1,1,2.00,NONE
139,-1.366,12.770,86.468,1,1,2.00,NONE
140,-1.348,13.057,81.313,1,1,2.00,NONE
141,-1.309,13.313,90.992,1,1,2.00,NONE
142,-1.312,13.471,30.466,1,1,2.00,NONE
143,-1.141,13.572,44.985,1,1,2.00,NONE
144,-0.980,13.734,-2.379,1,1,2.00,NONE
145,-0.769,13.725,15.339,1,1,2.00,NONE
146,-0.614,13.767,35.687,1,1,2.00,NONE
147,-0.491,13.855,74.908,1,1,2.00,NONE
148,-0.445,14.025,80.859,1,1,2.00,NONE
149,-0.408,14.257,69.695,1,1,2.00,NONE
150,-0.338,14.445,64.946,1,1,2.00,NONE
151,-0.258,14.618,98.813,1,1,2.00,NONE
152,-0.283,14.782,112.980,1,1,2.00,NONE
153,-0.365,14.974,103.727,1,1,2.00,NONE
154,-0.412,15.169,100.646,1,1,2.00,NONE
155,-0.465,15.450,94.273,1,1,2.00,NONE
156,-0.478,15.624,63.434,1,1,2.00,NONE
157,-0.372,15.837,27.941,1,1,2.00,NONE
158,-0.129,15.966,-11.603,1,1,2.00,NONE
159,0.044,15.930,-17.992,1,1,2.00,NONE
160,0.263,15.859,-25.829,1,1,2.00,NONE
161,0.491,15.749,11.661,1,1,2.00,NONE
162,0.669,15.786,53.743,1,1,2.00,NONE
163,0.810,15.978,73.463,1,1,2.00,NONE
164,0.853,16.124,-27.288,1,1,2.00,NONE
165,1.002,16.047,-32.245,1,1,2.00,NONE
166,1.137,15.962,-24.634,1,1,2.00,NONE
167,1.332,15.872,2.132,1,1,2.00,NONE
168,1.567,15.881,77.598,1,1,2.00,NONE
169,1.615,16.099,90.076,1,1,2.00,NONE
170,1.614,16.281,84.374,1,1,2.00,NONE
171,1.644,16.577,97.101,1,1,2.00,NONE
172,1.620,16.765,96.250,1,1,2.00,NONE
173,1.590,17.040,99.217,1,1,2.00,NONE
174,1.547,17.306,90.695,1,1,2.00,NONE
175,1.545,17.465,-19.618,1,1,2.00,NONE
176,1.694,17.412,-40.109,1,1,2.00,NONE
177,1.884,17.252,-17.992,1,1,2.00,NONE
178,2.102,17.181,4.049,1,1,2.00,NONE
179,2.350,17.198,-32.133,1,1,2.00,NONE
180,2.587,17.049,-19.618,1,1,2.00,NONE
181,2.736,16.996,59.373,1,1,2.00,NONE
182,2.854,17.195,94.383,1,1,2.00,NONE
183,2.841,17.368,100.146,1,1,2.00,NONE
184,2.779,17.712,88.900,1,1,2.00,NONE
185,2.785,17.990,89.023,1,1,2.00,NONE
186,2.789,18.268,59.714,1,1,2.00,NONE
187,2.881,18.424,11.047,1,1,2.00,NONE
188,3.142,18.475,114.258,1,1,2.00,NONE
189,2.987,18.821,96.250,1,1,2.00,NONE
190,2.957,19.096,112.164,1,1,2.00,NONE
191,2.834,19.397,67.040,1,1,2.00,NONE
192,2.903,19.559,90.992,1,1,2.00,NONE
193,2.900,19.718,110.397,1,1,2.00,NONE
194,2.800,19.988,177.840,1,1,2.00,NONE
195,2.437,20.001,-179.541,1,1,2.00,NONE
196,2.178,19.999,-171.129,1,1,2.00,NONE
197,1.977,19.968,152.922,1,1,2.00,NONE
198,1.773,20.072,133.349,1,1,2.00,NONE
199,1.618,20.236,100.912,1,1,2.00,NONE
200,1.564,20.517,41.876,1,1,2.00,NONE
201,1.688,20.629,60.001,1,1,2.00,NONE
202,1.779,20.786,99.495,1,1,2.00,NONE
203,1.745,20.990,35.687,1,1,2.00,NONE
204,1.880,21.086,-37.923,1,1,2.00,NONE
205,2.048,20.956,-19.321,1,1,2.00,NONE
206,2.198,20.903,-9.485,1,1,2.00,NONE
207,2.430,20.864,-15.155,1,1,2.00,NONE
208,2.638,20.808,118.591,1,1,2.00,NONE
209,2.521,21.021,155.669,1,1,2.00,NONE
210,2.385,21.083,176.215,1,1,2.00,NONE
211,2.209,21.095,173.155,1,1,2.00,NONE
212,2.046,21.114,169.367,1,1,2.00,NONE
213,1.895,21.143,-178.678,1,1,2.00,NONE
214,1.730,21.139,167.589,1,1,2.00,NONE
215,1.488,21.192,160.382,1,1,2.00,NONE
216,1.339,21.245,-131.748,1,1,2.00,NONE
217,1.225,21.119,-149.434,1,1,2.00,NONE
218,1.042,21.010,-155.866,1,1,2.00,NONE
219,0.874,20.935,-105.952,1,1,2.00,NONE
220,0.800,20.676,-161.316,1,1,2.00,NONE
221,0.560,20.595,-149.118,1,1,2.00,NONE
222,0.365,20.479,134.898,1,1,2.00,NONE
223,0.233,20.611,26.389,1,1,2.00,NONE
224,0.438,20.713,-97.722,1,1,2.00,NONE
225,0.418,20.562,-18.340,1,1,2.00,NONE
226,0.636,20.489,-46.983,1,1,2.00,NONE
227,0.801,20.312,-68.276,1,1,2.00,NONE
228,0.872,20.135,-110.305,1,1,2.00,NONE
229,0.803,19.947,81.468,1,1,2.00,NONE
230,0.841,20.204,106.789,1,1,2.00,NONE
231,0.773,20.428,122.969,1,1,2.00,NONE
232,0.601,20.694,-90.822,1,1,2.00,NONE
233,0.597,20.440,17.557,1,1,2.00,NONE
234,0.824,20.512,-22.899,1,1,2.00,NONE
235,0.985,20.444,-19.321,1,1,2.00,NONE
236,1.135,20.391,173.148,1,1,2.00,NONE
237,0.890,20.421,112.980,1,1,2.00,NONE
238,0.808,20.613,130.298,1,1,2.00,NONE
239,0.687,20.755,142.953,1,1,2.00,NONE
240,0.563,20.849,-130.545,1,1,2.00,NONE
241,0.462,20.731,-71.225,1,1,2.00,NONE
242,0.512,20.584,-85.446,1,1,2.00,NONE
243,0.526,20.411,-89.924,1,1,2.00,NONE
244,0.526,20.229,134.190,1,1,2.00,NONE
245,0.239,20.524,105.621,1,1,2.00,NONE
246,0.191,20.696,51.633,1,1,2.00,NONE
247,0.317,20.855,-13.641,1,1,2.00,NONE
248,0.745,20.752,-17.804,1,1,2.00,NONE
249,0.987,20.674,-64.847,1,1,2.00,NONE
250,1.092,20.451,-20.818,1,1,2.00,NONE
251,1.320,20.364,-41.606,1,1,2.00,NONE
252,1.477,20.225,-40.333,1,1,2.00,NONE
253,1.666,20.065,10.142,1,1,2.00,NONE
254,1.963,20.118,-49.677,1,1,2.00,NONE
255,2.083,19.976,-37.923,1,1,2.00,NONE
256,2.251,19.846,82.007,1,1,2.00,NONE
257,2.272,19.998,174.739,1,1,2.00,NONE
258,1.933,20.029,149.872,1,1,2.00,NONE
259,1.775,20.121,112.016,1,1,2.00,NONE
260,1.703,20.297,135.871,1,1,2.00,NONE
261,1.582,20.415,132.783,1,1,2.00,NONE
262,1.417,20.594,99.866,1,1,2.00,NONE
263,1.381,20.797,-4.601,1,1,2.00,NONE
264,1.639,20.776,-28.772,1,1,2.00,NONE
265,1.946,20.608,-45.102,1,1,2.00,NONE
266,2.078,20.475,-15.385,1,1,2.00,NONE
267,2.239,20.431,14.665,1,1,2.00,NONE
268,2.490,20.496,-65.772,1,1,2.00,NONE
269,2.552,20.359,62.882,1,1,2.00,NONE
270,2.645,20.540,99.027,1,1,2.00,NONE
271,2.602,20.806,169.541,1,1,2.00,NONE
272,2.324,20.857,-101.774,1,1,2.00,NONE
273,2.274,20.616,-65.697,1,1,2.00,NONE
274,2.336,20.477,67.436,1,1,2.00,NONE
275,2.418,20.674,149.872,1,1,2.00,NONE
276,2.260,20.766,73.198,1,2,2.00,NONE
277,2.347,21.056,-138.124,1,2,2.00,NONE
278,2.223,20.945,-122.995,1,2,2.00,NONE
279,2.055,20.687,73.233,1,2,2.00,NONE
280,2.099,20.833,80.859,1,2,2.00,NONE
281,2.137,21.065,86.608,1,2,2.00,NONE
282,2.148,21.257,77.406,1,2,2.00,NONE
283,2.197,21.474,78.847,1,2,2.00,NONE
284,2.265,21.820,162.196,1,2,2.00,NONE
285,2.023,21.897,67.436,1,2,2.00,NONE
286,2.105,22.094,15.339,1,2,2.00,NONE
287,2.260,22.136,51.633,1,2,2.00,NONE
288,2.387,22.296,28.515,1,2,2.00,NONE
289,2.520,22.369,-33.880,1,2,2.00,NONE
290,2.701,22.247,-70.607,1,2,2.00,NONE
291,2.791,21.992,-78.119,1,2,2.00,NONE
292,2.837,21.774,-15.385,1,2,2.00,NONE
293,2.998,21.729,6.559,1,2,2.00,NONE
294,3.376,21.773,25.787,1,2,2.00,NONE
295,3.569,21.866,15.339,1,2,2.00,NONE
296,3.725,21.909,-51.224,1,2,2.00,NONE
297,3.899,21.692,-71.348,1,2,2.00,NONE
298,3.998,21.398,-97.465,1,2,2.00,NONE
299,3.978,21.245,-114.914,1,2,2.00,NONE
300,3.883,21.040,-84.295,1,2,2.00,NONE
301,3.898,20.891,-85.805,1,2,2.00,NONE
302,3.917,20.631,-70.702,1,2,2.00,NONE
303,3.987,20.431,-68.204,1,2,2.00,NONE
304,4.059,20.253,-54.313,1,2,2.00,NONE
305,4.199,20.057,-45.947,1,2,2.00,NONE
306,4.342,19.909,-69.359,1,2,2.00,NONE
307,4.444,19.638,-75.184,1,2,2.00,NONE
308,4.520,19.351,108.530,1,2,2.00,NONE
309,4.471,19.499,-86.717,1,2,2.00,NONE
310,4.482,19.301,-81.338,1,2,2.00,NONE
311,4.507,19.136,-97.722,1,2,2.00,NONE
312,4.487,18.984,29.158,1,2,2.00,NONE
313,4.633,19.066,13.320,1,2,2.00,NONE
314,4.871,19.122,7.136,1,2,2.00,NONE
315,5.024,19.141,64.946,1,2,2.00,NONE
316,5.105,19.314,25.787,1,2,2.00,NONE
